id,shopId,locationId,productId,productName,action,changeBaseQty,oldStockBaseQty,newStockBaseQty,purchaseBillAmount,purchaseBillAmountPaise,calculatedBuyRate,calculatedBuyRatePaise,invoiceNumber,purchasePaymentStatus,purchasePaymentMode,purchasePaidAmount,purchasePaidAmountPaise,purchaseDueAmount,purchaseDueAmountPaise,purchaseDueDate,supplierName,damageLossValue,damageLossValuePaise,billId,clientMovementId,idempotencyKey,sourceDeviceId,sourceType,sourceId,note,createdAt,updatedAt
cms4xq5g57fbd2y2h42dv4tb8,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1gw600hs2y2hitetmlyi,Ariel Detergent 1kg,sale,-2,73,71,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1gw600hs2y2hitetmlyi,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1gw600hs2y2hitetmlyi,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5g27fbb2y2h0n6obw88,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1gtg00hj2y2hvbanyg3p,Surf Excel Easy Wash 1kg,sale,-1,80,79,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1gtg00hj2y2hvbanyg3p,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1gtg00hj2y2hvbanyg3p,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5fz7fb92y2hhi3rm0vt,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1cuz003j2y2hsoiy9mce,Rajma (loose),sale,-250,14068,13818,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1cuz003j2y2hsoiy9mce,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1cuz003j2y2hsoiy9mce,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5fw7fb72y2h8prgqtyn,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ecc008s2y2hele9j69k,Parle-G Biscuit 100g,sale,-2,333,331,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1ecc008s2y2hele9j69k,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1ecc008s2y2hele9j69k,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5ft7fb52y2hydfvuza0,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hfy00jj2y2hu6wjbb6f,Good Knight Refill 45ml,sale,-1,89,88,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1hfy00jj2y2hu6wjbb6f,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1hfy00jj2y2hu6wjbb6f,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5fr7fb32y2hggblr7qq,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1i8600m12y2hd68h1x96,AA Battery (2 pc),sale,-1,99,98,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1i8600m12y2hd68h1x96,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1i8600m12y2hd68h1x96,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5fp7fb12y2heq1b2bcg,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hwf00l12y2hl6un3z59,Agarbatti Pack (20 sticks),sale,-1,108,107,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1hwf00l12y2hl6un3z59,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1hwf00l12y2hl6un3z59,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5fm7faz2y2htzoel9vl,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1eu000aj2y2htqmn5knf,Maggi Noodles 70g,sale,-1,370,369,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1eu000aj2y2htqmn5knf,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1eu000aj2y2htqmn5knf,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5fj7fax2y2hj6s53uos,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hl500k12y2h3grqn4ky,Dairy Milk 50g,sale,-1,196,195,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1hl500k12y2h3grqn4ky,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1hl500k12y2h3grqn4ky,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5fh7fav2y2hrzqt32ie,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1dsl006s2y2hfe9avdke,Amul Taaza Milk 500ml,sale,-3,215,212,0,,0,,,paid,,0,,0,,,,0,,cms4xq5f97fae2y2hdakrym82,sim-2026-06-16-10740-321983:stock:cms4x1dsl006s2y2hfe9avdke,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10740-321983:stock:cms4x1dsl006s2y2hfe9avdke,sim-counter-desktop-01,bill,cms4xq5f97fae2y2hdakrym82,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.627Z
cms4xq5ef7fa12y2hqa6ku3gs,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hnp00ka2y2h9xjef1u1,5 Star 25g,sale,-2,345,343,0,,0,,,paid,,0,,0,,,,0,,cms4xq5e87f9s2y2hsggz471b,sim-2026-06-16-10739-417725:stock:cms4x1hnp00ka2y2h9xjef1u1,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10739-417725:stock:cms4x1hnp00ka2y2h9xjef1u1,sim-counter-desktop-01,bill,cms4xq5e87f9s2y2hsggz471b,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.592Z
cms4xq5ed7f9z2y2h6ouoj729,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1eu000aj2y2htqmn5knf,Maggi Noodles 70g,sale,-2,372,370,0,,0,,,paid,,0,,0,,,,0,,cms4xq5e87f9s2y2hsggz471b,sim-2026-06-16-10739-417725:stock:cms4x1eu000aj2y2htqmn5knf,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10739-417725:stock:cms4x1eu000aj2y2htqmn5knf,sim-counter-desktop-01,bill,cms4xq5e87f9s2y2hsggz471b,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.592Z
cms4xq5di7f9f2y2hcr435x2z,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x6e881qtk2y2het4pyypr,Sprite 750ml,sale,-1,147,146,0,,0,,,paid,,0,,0,,,,0,,cms4xq5dd7f992y2hfz684s84,sim-2026-06-16-10738-31651:stock:cms4x6e881qtk2y2het4pyypr,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10738-31651:stock:cms4x6e881qtk2y2het4pyypr,sim-counter-2-tablet,bill,cms4xq5dd7f992y2hfz684s84,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.563Z
cms4xq5cq7f8w2y2hpcmqlcw8,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hnp00ka2y2h9xjef1u1,5 Star 25g,sale,-1,346,345,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ci7f8n2y2h0idlzb1q,sim-2026-06-16-10737-856917:stock:cms4x1hnp00ka2y2h9xjef1u1,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10737-856917:stock:cms4x1hnp00ka2y2h9xjef1u1,sim-counter-2-tablet,bill,cms4xq5ci7f8n2y2h0idlzb1q,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.532Z
cms4xq5co7f8u2y2hspergabh,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1giz00gj2y2hs33f88yq,Lux Soap 100g,sale,-2,201,199,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ci7f8n2y2h0idlzb1q,sim-2026-06-16-10737-856917:stock:cms4x1giz00gj2y2hs33f88yq,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10737-856917:stock:cms4x1giz00gj2y2hs33f88yq,sim-counter-2-tablet,bill,cms4xq5ci7f8n2y2h0idlzb1q,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.532Z
cms4xq5bv7f8a2y2he1jzqtvw,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1cfq00212y2h961n55f7,Basmati Rice Premium (loose),sale,-250,18430,18180,0,,0,,,paid,,0,,0,,,,0,,cms4xq5bn7f812y2hatm27eif,sim-2026-06-16-10736-119207:stock:cms4x1cfq00212y2h961n55f7,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10736-119207:stock:cms4x1cfq00212y2h961n55f7,sim-counter-desktop-01,bill,cms4xq5bn7f812y2hatm27eif,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.501Z
cms4xq5bs7f882y2h85g7oe8z,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1i8600m12y2hd68h1x96,AA Battery (2 pc),sale,-1,100,99,0,,0,,,paid,,0,,0,,,,0,,cms4xq5bn7f812y2hatm27eif,sim-2026-06-16-10736-119207:stock:cms4x1i8600m12y2hd68h1x96,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10736-119207:stock:cms4x1i8600m12y2hd68h1x96,sim-counter-desktop-01,bill,cms4xq5bn7f812y2hatm27eif,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.501Z
cms4xq5b07f7o2y2h7moi9i86,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1eoy00a12y2hv8wtk0cz,Kurkure Masala Munch 70g,sale,-2,241,239,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ad7f6t2y2hs6i2nl8o,sim-2026-06-16-10735-662141:stock:cms4x1eoy00a12y2hv8wtk0cz,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10735-662141:stock:cms4x1eoy00a12y2hv8wtk0cz,sim-counter-desktop-01,bill,cms4xq5ad7f6t2y2hs6i2nl8o,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.453Z
cms4xq5az7f7m2y2hodccv2jh,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1dd3005a2y2hryxfe9bd,Onion,sale,-500,44720,44220,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ad7f6t2y2hs6i2nl8o,sim-2026-06-16-10735-662141:stock:cms4x1dd3005a2y2hryxfe9bd,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10735-662141:stock:cms4x1dd3005a2y2hryxfe9bd,sim-counter-desktop-01,bill,cms4xq5ad7f6t2y2hs6i2nl8o,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.453Z
cms4xq5ax7f7k2y2h1jjdjdgu,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ejz009j2y2hni74vhyr,Sunfeast Dark Fantasy 75g,sale,-1,105,104,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ad7f6t2y2hs6i2nl8o,sim-2026-06-16-10735-662141:stock:cms4x1ejz009j2y2hni74vhyr,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10735-662141:stock:cms4x1ejz009j2y2hni74vhyr,sim-counter-desktop-01,bill,cms4xq5ad7f6t2y2hs6i2nl8o,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.453Z
cms4xq5au7f7i2y2h1u8kwh4d,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x6e881qtk2y2het4pyypr,Sprite 750ml,sale,-1,148,147,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ad7f6t2y2hs6i2nl8o,sim-2026-06-16-10735-662141:stock:cms4x6e881qtk2y2het4pyypr,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10735-662141:stock:cms4x6e881qtk2y2het4pyypr,sim-counter-desktop-01,bill,cms4xq5ad7f6t2y2hs6i2nl8o,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.453Z
cms4xq5as7f7g2y2h0ae39z3k,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1eu000aj2y2htqmn5knf,Maggi Noodles 70g,sale,-3,375,372,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ad7f6t2y2hs6i2nl8o,sim-2026-06-16-10735-662141:stock:cms4x1eu000aj2y2htqmn5knf,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10735-662141:stock:cms4x1eu000aj2y2htqmn5knf,sim-counter-desktop-01,bill,cms4xq5ad7f6t2y2hs6i2nl8o,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.453Z
cms4xq5aq7f7e2y2hofgjg1i0,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hd500ja2y2hv8ax4lxf,Dettol Antiseptic 250ml,sale,-1,48,47,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ad7f6t2y2hs6i2nl8o,sim-2026-06-16-10735-662141:stock:cms4x1hd500ja2y2hv8ax4lxf,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10735-662141:stock:cms4x1hd500ja2y2hv8ax4lxf,sim-counter-desktop-01,bill,cms4xq5ad7f6t2y2hs6i2nl8o,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.453Z
cms4xq5ao7f7c2y2h93t9kmnu,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ci6002a2y2h5sl9xkaa,Wheat Atta (loose),sale,-250,52000,51750,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ad7f6t2y2hs6i2nl8o,sim-2026-06-16-10735-662141:stock:cms4x1ci6002a2y2h5sl9xkaa,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10735-662141:stock:cms4x1ci6002a2y2h5sl9xkaa,sim-counter-desktop-01,bill,cms4xq5ad7f6t2y2hs6i2nl8o,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.453Z
cms4xq5al7f7a2y2hf4k5fk7f,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hfy00jj2y2hu6wjbb6f,Good Knight Refill 45ml,sale,-1,90,89,0,,0,,,paid,,0,,0,,,,0,,cms4xq5ad7f6t2y2hs6i2nl8o,sim-2026-06-16-10735-662141:stock:cms4x1hfy00jj2y2hu6wjbb6f,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10735-662141:stock:cms4x1hfy00jj2y2hu6wjbb6f,sim-counter-desktop-01,bill,cms4xq5ad7f6t2y2hs6i2nl8o,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.453Z
cms4xq59n7f6g2y2h1h3q0fp4,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1gw600hs2y2hitetmlyi,Ariel Detergent 1kg,sale,-1,74,73,0,,0,,,paid,,0,,0,,,,0,,cms4xq5987f5y2y2h9ahar5t1,sim-2026-06-16-10734-760572:stock:cms4x1gw600hs2y2hitetmlyi,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10734-760572:stock:cms4x1gw600hs2y2hitetmlyi,sim-counter-desktop-01,bill,cms4xq5987f5y2y2h9ahar5t1,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.413Z
cms4xq59l7f6e2y2h55ho4ilx,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x38hw0nsc2y2h550as3v2,Oreo Biscuit 120g,sale,-2,107,105,0,,0,,,paid,,0,,0,,,,0,,cms4xq5987f5y2y2h9ahar5t1,sim-2026-06-16-10734-760572:stock:cms4x38hw0nsc2y2h550as3v2,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10734-760572:stock:cms4x38hw0nsc2y2h550as3v2,sim-counter-desktop-01,bill,cms4xq5987f5y2y2h9ahar5t1,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.413Z
cms4xq59j7f6c2y2hu3jey23v,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1i5i00ls2y2hx21uyela,Match Box,sale,-1,583,582,0,,0,,,paid,,0,,0,,,,0,,cms4xq5987f5y2y2h9ahar5t1,sim-2026-06-16-10734-760572:stock:cms4x1i5i00ls2y2hx21uyela,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10734-760572:stock:cms4x1i5i00ls2y2hx21uyela,sim-counter-desktop-01,bill,cms4xq5987f5y2y2h9ahar5t1,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.413Z
cms4xq59h7f6a2y2he5k2hbtp,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hd500ja2y2hv8ax4lxf,Dettol Antiseptic 250ml,sale,-2,50,48,0,,0,,,paid,,0,,0,,,,0,,cms4xq5987f5y2y2h9ahar5t1,sim-2026-06-16-10734-760572:stock:cms4x1hd500ja2y2hv8ax4lxf,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10734-760572:stock:cms4x1hd500ja2y2hv8ax4lxf,sim-counter-desktop-01,bill,cms4xq5987f5y2y2h9ahar5t1,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.413Z
cms4xq59e7f682y2h27n14ghz,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ewj00as2y2h7bfvjjog,Maggi Noodles 8-pack,sale,-1,74,73,0,,0,,,paid,,0,,0,,,,0,,cms4xq5987f5y2y2h9ahar5t1,sim-2026-06-16-10734-760572:stock:cms4x1ewj00as2y2h7bfvjjog,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10734-760572:stock:cms4x1ewj00as2y2h7bfvjjog,sim-counter-desktop-01,bill,cms4xq5987f5y2y2h9ahar5t1,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.413Z
cms4xq58i7f5l2y2hq9zcgpld,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ewj00as2y2h7bfvjjog,Maggi Noodles 8-pack,sale,-1,75,74,0,,0,,,paid,,0,,0,,,,0,,cms4xq58d7f5f2y2hxithuc32,sim-2026-06-16-10733-567774:stock:cms4x1ewj00as2y2h7bfvjjog,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10733-567774:stock:cms4x1ewj00as2y2h7bfvjjog,sim-counter-2-tablet,bill,cms4xq58d7f5f2y2hxithuc32,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.383Z
cms4xq57o7f522y2h9jz6uvcl,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1h4u00ij2y2hgzl42j9o,Vim Liquid 500ml,sale,-4,52,48,0,,0,,,paid,,0,,0,,,,0,,cms4xq57d7f4q2y2htdvywzu5,sim-2026-06-16-10732-115420:stock:cms4x1h4u00ij2y2hgzl42j9o,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10732-115420:stock:cms4x1h4u00ij2y2hgzl42j9o,sim-counter-2-tablet,bill,cms4xq57d7f4q2y2htdvywzu5,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.347Z
cms4xq57l7f502y2hbqe65n11,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ci6002a2y2h5sl9xkaa,Wheat Atta (loose),sale,-250,52250,52000,0,,0,,,paid,,0,,0,,,,0,,cms4xq57d7f4q2y2htdvywzu5,sim-2026-06-16-10732-115420:stock:cms4x1ci6002a2y2h5sl9xkaa,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10732-115420:stock:cms4x1ci6002a2y2h5sl9xkaa,sim-counter-2-tablet,bill,cms4xq57d7f4q2y2htdvywzu5,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.347Z
cms4xq57j7f4y2y2h9y7o06nj,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1dnt006a2y2hj9ol77qk,Garlic,sale,-500,5708,5208,0,,0,,,paid,,0,,0,,,,0,,cms4xq57d7f4q2y2htdvywzu5,sim-2026-06-16-10732-115420:stock:cms4x1dnt006a2y2hj9ol77qk,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10732-115420:stock:cms4x1dnt006a2y2hj9ol77qk,sim-counter-2-tablet,bill,cms4xq57d7f4q2y2htdvywzu5,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.347Z
cms4xq56o7f4d2y2hemnzu723,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1hqe00kj2y2hsccjgln7,KitKat 4-finger,sale,-1,166,165,0,,0,,,paid,,0,,0,,,,0,,cms4xq56i7f472y2hfgxcxc4t,sim-2026-06-16-10731-892765:stock:cms4x1hqe00kj2y2hsccjgln7,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-desktop-01:sim-2026-06-16-10731-892765:stock:cms4x1hqe00kj2y2hsccjgln7,sim-counter-desktop-01,bill,cms4xq56i7f472y2hfgxcxc4t,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.314Z
cms4xq55p7f3s2y2h981i1sde,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ci6002a2y2h5sl9xkaa,Wheat Atta (loose),sale,-500,52750,52250,0,,0,,,paid,,0,,0,,,,0,,cms4xq54z7f2w2y2hwc5s2f14,sim-2026-06-16-10730-11212:stock:cms4x1ci6002a2y2h5sl9xkaa,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10730-11212:stock:cms4x1ci6002a2y2h5sl9xkaa,sim-counter-2-tablet,bill,cms4xq54z7f2w2y2hwc5s2f14,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.259Z
cms4xq55n7f3q2y2hlvmpcsfh,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1d2n004a2y2h1t8j5aip,Rava / Sooji (loose),sale,-1000,17723,16723,0,,0,,,paid,,0,,0,,,,0,,cms4xq54z7f2w2y2hwc5s2f14,sim-2026-06-16-10730-11212:stock:cms4x1d2n004a2y2h1t8j5aip,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10730-11212:stock:cms4x1d2n004a2y2h1t8j5aip,sim-counter-2-tablet,bill,cms4xq54z7f2w2y2hwc5s2f14,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.259Z
cms4xq55j7f3o2y2hs7yhbllf,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1giz00gj2y2hs33f88yq,Lux Soap 100g,sale,-3,204,201,0,,0,,,paid,,0,,0,,,,0,,cms4xq54z7f2w2y2hwc5s2f14,sim-2026-06-16-10730-11212:stock:cms4x1giz00gj2y2hs33f88yq,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10730-11212:stock:cms4x1giz00gj2y2hs33f88yq,sim-counter-2-tablet,bill,cms4xq54z7f2w2y2hwc5s2f14,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.259Z
cms4xq55h7f3m2y2hc1drfxek,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1ecc008s2y2hele9j69k,Parle-G Biscuit 100g,sale,-1,334,333,0,,0,,,paid,,0,,0,,,,0,,cms4xq54z7f2w2y2hwc5s2f14,sim-2026-06-16-10730-11212:stock:cms4x1ecc008s2y2hele9j69k,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10730-11212:stock:cms4x1ecc008s2y2hele9j69k,sim-counter-2-tablet,bill,cms4xq54z7f2w2y2hwc5s2f14,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.259Z
cms4xq55f7f3k2y2ha94dl84w,cms4x1boo00052y2h3hfzrnkq,cms4x1j9a00rg2y2hggs38yul,cms4x1e76008a2y2h4jiks6h3,Farm Eggs,sale,-1,299,298,0,,0,,,paid,,0,,0,,,,0,,cms4xq54z7f2w2y2hwc5s2f14,sim-2026-06-16-10730-11212:stock:cms4x1e76008a2y2h4jiks6h3,create-bill:cms4x1boo00052y2h3hfzrnkq:sim-counter-2-tablet:sim-2026-06-16-10730-11212:stock:cms4x1e76008a2y2h4jiks6h3,sim-counter-2-tablet,bill,cms4xq54z7f2w2y2hwc5s2f14,,2026-06-16T07:00:00.000Z,2026-07-28T17:33:47.259Z
